"","date","categories","count","text"
"279",2020-06-09,"cumulative_total_cases",7616062,"cases Count: 7,616,062 
Date: 2020-06-09"
"280",2020-06-09,"cumulative_total_deaths",461606,"deaths Count: 461,606 
Date: 2020-06-09"
"281",2020-06-10,"cumulative_total_cases",7756131,"cases Count: 7,756,131 
Date: 2020-06-10"
"282",2020-06-10,"cumulative_total_deaths",467507,"deaths Count: 467,507 
Date: 2020-06-10"
"283",2020-06-11,"cumulative_total_cases",7898122,"cases Count: 7,898,122 
Date: 2020-06-11"
"284",2020-06-11,"cumulative_total_deaths",473079,"deaths Count: 473,079 
Date: 2020-06-11"
"285",2020-06-12,"cumulative_total_cases",8043268,"cases Count: 8,043,268 
Date: 2020-06-12"
"286",2020-06-12,"cumulative_total_deaths",478515,"deaths Count: 478,515 
Date: 2020-06-12"
"287",2020-06-13,"cumulative_total_cases",8181225,"cases Count: 8,181,225 
Date: 2020-06-13"
"288",2020-06-13,"cumulative_total_deaths",483643,"deaths Count: 483,643 
Date: 2020-06-13"
"289",2020-06-14,"cumulative_total_cases",8307994,"cases Count: 8,307,994 
Date: 2020-06-14"
"290",2020-06-14,"cumulative_total_deaths",487983,"deaths Count: 487,983 
Date: 2020-06-14"
"291",2020-06-15,"cumulative_total_cases",8436729,"cases Count: 8,436,729 
Date: 2020-06-15"
"292",2020-06-15,"cumulative_total_deaths",492557,"deaths Count: 492,557 
Date: 2020-06-15"
"293",2020-06-16,"cumulative_total_cases",8585675,"cases Count: 8,585,675 
Date: 2020-06-16"
"294",2020-06-16,"cumulative_total_deaths",499995,"deaths Count: 499,995 
Date: 2020-06-16"
"295",2020-06-17,"cumulative_total_cases",8736814,"cases Count: 8,736,814 
Date: 2020-06-17"
"296",2020-06-17,"cumulative_total_deaths",505905,"deaths Count: 505,905 
Date: 2020-06-17"
"297",2020-06-18,"cumulative_total_cases",8882983,"cases Count: 8,882,983 
Date: 2020-06-18"
"298",2020-06-18,"cumulative_total_deaths",511803,"deaths Count: 511,803 
Date: 2020-06-18"
"299",2020-06-19,"cumulative_total_cases",9069127,"cases Count: 9,069,127 
Date: 2020-06-19"
"300",2020-06-19,"cumulative_total_deaths",517636,"deaths Count: 517,636 
Date: 2020-06-19"
"301",2020-06-20,"cumulative_total_cases",9231742,"cases Count: 9,231,742 
Date: 2020-06-20"
"302",2020-06-20,"cumulative_total_deaths",522692,"deaths Count: 522,692 
Date: 2020-06-20"
"303",2020-06-21,"cumulative_total_cases",9366245,"cases Count: 9,366,245 
Date: 2020-06-21"
"304",2020-06-21,"cumulative_total_deaths",527133,"deaths Count: 527,133 
Date: 2020-06-21"
"305",2020-06-22,"cumulative_total_cases",9509712,"cases Count: 9,509,712 
Date: 2020-06-22"
"306",2020-06-22,"cumulative_total_deaths",531179,"deaths Count: 531,179 
Date: 2020-06-22"
"307",2020-06-23,"cumulative_total_cases",9678921,"cases Count: 9,678,921 
Date: 2020-06-23"
"308",2020-06-23,"cumulative_total_deaths",537048,"deaths Count: 537,048 
Date: 2020-06-23"
"309",2020-06-24,"cumulative_total_cases",9858728,"cases Count: 9,858,728 
Date: 2020-06-24"
"310",2020-06-24,"cumulative_total_deaths",542575,"deaths Count: 542,575 
Date: 2020-06-24"
"311",2020-06-25,"cumulative_total_cases",10045055,"cases Count: 10,045,055 
Date: 2020-06-25"
"312",2020-06-25,"cumulative_total_deaths",548166,"deaths Count: 548,166 
Date: 2020-06-25"
"313",2020-06-26,"cumulative_total_cases",10244476,"cases Count: 10,244,476 
Date: 2020-06-26"
"314",2020-06-26,"cumulative_total_deaths",553545,"deaths Count: 553,545 
Date: 2020-06-26"
"315",2020-06-27,"cumulative_total_cases",10428691,"cases Count: 10,428,691 
Date: 2020-06-27"
"316",2020-06-27,"cumulative_total_deaths",558653,"deaths Count: 558,653 
Date: 2020-06-27"
"317",2020-06-28,"cumulative_total_cases",10596818,"cases Count: 10,596,818 
Date: 2020-06-28"
"318",2020-06-28,"cumulative_total_deaths",562892,"deaths Count: 562,892 
Date: 2020-06-28"
"319",2020-06-29,"cumulative_total_cases",10760255,"cases Count: 10,760,255 
Date: 2020-06-29"
"320",2020-06-29,"cumulative_total_deaths",567627,"deaths Count: 567,627 
Date: 2020-06-29"
"321",2020-06-30,"cumulative_total_cases",10943729,"cases Count: 10,943,729 
Date: 2020-06-30"
"322",2020-06-30,"cumulative_total_deaths",573379,"deaths Count: 573,379 
Date: 2020-06-30"
"323",2020-07-01,"cumulative_total_cases",11147453,"cases Count: 11,147,453 
Date: 2020-07-01"
"324",2020-07-01,"cumulative_total_deaths",578927,"deaths Count: 578,927 
Date: 2020-07-01"
"325",2020-07-02,"cumulative_total_cases",11363418,"cases Count: 11,363,418 
Date: 2020-07-02"
"326",2020-07-02,"cumulative_total_deaths",584584,"deaths Count: 584,584 
Date: 2020-07-02"
"327",2020-07-03,"cumulative_total_cases",11582407,"cases Count: 11,582,407 
Date: 2020-07-03"
"328",2020-07-03,"cumulative_total_deaths",590274,"deaths Count: 590,274 
Date: 2020-07-03"
"329",2020-07-04,"cumulative_total_cases",11783143,"cases Count: 11,783,143 
Date: 2020-07-04"
"330",2020-07-04,"cumulative_total_deaths",595496,"deaths Count: 595,496 
Date: 2020-07-04"
"331",2020-07-05,"cumulative_total_cases",11963623,"cases Count: 11,963,623 
Date: 2020-07-05"
"332",2020-07-05,"cumulative_total_deaths",599823,"deaths Count: 599,823 
Date: 2020-07-05"
"333",2020-07-06,"cumulative_total_cases",12139984,"cases Count: 12,139,984 
Date: 2020-07-06"
"334",2020-07-06,"cumulative_total_deaths",604417,"deaths Count: 604,417 
Date: 2020-07-06"
"335",2020-07-07,"cumulative_total_cases",12356046,"cases Count: 12,356,046 
Date: 2020-07-07"
"336",2020-07-07,"cumulative_total_deaths",610644,"deaths Count: 610,644 
Date: 2020-07-07"
"337",2020-07-08,"cumulative_total_cases",12576608,"cases Count: 12,576,608 
Date: 2020-07-08"
"338",2020-07-08,"cumulative_total_deaths",616575,"deaths Count: 616,575 
Date: 2020-07-08"
"339",2020-07-09,"cumulative_total_cases",12807449,"cases Count: 12,807,449 
Date: 2020-07-09"
"340",2020-07-09,"cumulative_total_deaths",622670,"deaths Count: 622,670 
Date: 2020-07-09"
"341",2020-07-10,"cumulative_total_cases",13050171,"cases Count: 13,050,171 
Date: 2020-07-10"
"342",2020-07-10,"cumulative_total_deaths",628649,"deaths Count: 628,649 
Date: 2020-07-10"
"343",2020-07-11,"cumulative_total_cases",13272903,"cases Count: 13,272,903 
Date: 2020-07-11"
"344",2020-07-11,"cumulative_total_deaths",634286,"deaths Count: 634,286 
Date: 2020-07-11"
"345",2020-07-12,"cumulative_total_cases",13474776,"cases Count: 13,474,776 
Date: 2020-07-12"
"346",2020-07-12,"cumulative_total_deaths",639336,"deaths Count: 639,336 
Date: 2020-07-12"
"347",2020-07-13,"cumulative_total_cases",13671085,"cases Count: 13,671,085 
Date: 2020-07-13"
"348",2020-07-13,"cumulative_total_deaths",644170,"deaths Count: 644,170 
Date: 2020-07-13"
"349",2020-07-14,"cumulative_total_cases",13899148,"cases Count: 13,899,148 
Date: 2020-07-14"
"350",2020-07-14,"cumulative_total_deaths",650520,"deaths Count: 650,520 
Date: 2020-07-14"
"351",2020-07-15,"cumulative_total_cases",14140992,"cases Count: 14,140,992 
Date: 2020-07-15"
"352",2020-07-15,"cumulative_total_deaths",656882,"deaths Count: 656,882 
Date: 2020-07-15"
"353",2020-07-16,"cumulative_total_cases",14394860,"cases Count: 14,394,860 
Date: 2020-07-16"
"354",2020-07-16,"cumulative_total_deaths",663515,"deaths Count: 663,515 
Date: 2020-07-16"
"355",2020-07-17,"cumulative_total_cases",14640233,"cases Count: 14,640,233 
Date: 2020-07-17"
"356",2020-07-17,"cumulative_total_deaths",669825,"deaths Count: 669,825 
Date: 2020-07-17"
"357",2020-07-18,"cumulative_total_cases",14872661,"cases Count: 14,872,661 
Date: 2020-07-18"
"358",2020-07-18,"cumulative_total_deaths",675602,"deaths Count: 675,602 
Date: 2020-07-18"
"359",2020-07-19,"cumulative_total_cases",15096095,"cases Count: 15,096,095 
Date: 2020-07-19"
"360",2020-07-19,"cumulative_total_deaths",680741,"deaths Count: 680,741 
Date: 2020-07-19"
"361",2020-07-20,"cumulative_total_cases",15301330,"cases Count: 15,301,330 
Date: 2020-07-20"
"362",2020-07-20,"cumulative_total_deaths",685804,"deaths Count: 685,804 
Date: 2020-07-20"
"363",2020-07-21,"cumulative_total_cases",15547782,"cases Count: 15,547,782 
Date: 2020-07-21"
"364",2020-07-21,"cumulative_total_deaths",692528,"deaths Count: 692,528 
Date: 2020-07-21"
"365",2020-07-22,"cumulative_total_cases",15833557,"cases Count: 15,833,557 
Date: 2020-07-22"
"366",2020-07-22,"cumulative_total_deaths",700117,"deaths Count: 700,117 
Date: 2020-07-22"
"367",2020-07-23,"cumulative_total_cases",16113689,"cases Count: 16,113,689 
Date: 2020-07-23"
"368",2020-07-23,"cumulative_total_deaths",706989,"deaths Count: 706,989 
Date: 2020-07-23"
"369",2020-07-24,"cumulative_total_cases",16407661,"cases Count: 16,407,661 
Date: 2020-07-24"
"370",2020-07-24,"cumulative_total_deaths",713870,"deaths Count: 713,870 
Date: 2020-07-24"
"371",2020-07-25,"cumulative_total_cases",16675827,"cases Count: 16,675,827 
Date: 2020-07-25"
"372",2020-07-25,"cumulative_total_deaths",720184,"deaths Count: 720,184 
Date: 2020-07-25"
"373",2020-07-26,"cumulative_total_cases",16900385,"cases Count: 16,900,385 
Date: 2020-07-26"
"374",2020-07-26,"cumulative_total_deaths",725279,"deaths Count: 725,279 
Date: 2020-07-26"
"375",2020-07-27,"cumulative_total_cases",17118756,"cases Count: 17,118,756 
Date: 2020-07-27"
"376",2020-07-27,"cumulative_total_deaths",730589,"deaths Count: 730,589 
Date: 2020-07-27"
"377",2020-07-28,"cumulative_total_cases",17374325,"cases Count: 17,374,325 
Date: 2020-07-28"
"378",2020-07-28,"cumulative_total_deaths",737096,"deaths Count: 737,096 
Date: 2020-07-28"
"379",2020-07-29,"cumulative_total_cases",17670113,"cases Count: 17,670,113 
Date: 2020-07-29"
"380",2020-07-29,"cumulative_total_deaths",744327,"deaths Count: 744,327 
Date: 2020-07-29"
"381",2020-07-30,"cumulative_total_cases",17962131,"cases Count: 17,962,131 
Date: 2020-07-30"
"382",2020-07-30,"cumulative_total_deaths",751273,"deaths Count: 751,273 
Date: 2020-07-30"
"383",2020-07-31,"cumulative_total_cases",18257891,"cases Count: 18,257,891 
Date: 2020-07-31"
"384",2020-07-31,"cumulative_total_deaths",758045,"deaths Count: 758,045 
Date: 2020-07-31"
"385",2020-08-01,"cumulative_total_cases",18522829,"cases Count: 18,522,829 
Date: 2020-08-01"
"386",2020-08-01,"cumulative_total_deaths",764222,"deaths Count: 764,222 
Date: 2020-08-01"
"387",2020-08-02,"cumulative_total_cases",18747111,"cases Count: 18,747,111 
Date: 2020-08-02"
"388",2020-08-02,"cumulative_total_deaths",769233,"deaths Count: 769,233 
Date: 2020-08-02"
"389",2020-08-03,"cumulative_total_cases",18949477,"cases Count: 18,949,477 
Date: 2020-08-03"
"390",2020-08-03,"cumulative_total_deaths",774624,"deaths Count: 774,624 
Date: 2020-08-03"
"391",2020-08-04,"cumulative_total_cases",19210119,"cases Count: 19,210,119 
Date: 2020-08-04"
"392",2020-08-04,"cumulative_total_deaths",781503,"deaths Count: 781,503 
Date: 2020-08-04"
"393",2020-08-05,"cumulative_total_cases",19488273,"cases Count: 19,488,273 
Date: 2020-08-05"
"394",2020-08-05,"cumulative_total_deaths",788868,"deaths Count: 788,868 
Date: 2020-08-05"
"395",2020-08-06,"cumulative_total_cases",19776098,"cases Count: 19,776,098 
Date: 2020-08-06"
"396",2020-08-06,"cumulative_total_deaths",795901,"deaths Count: 795,901 
Date: 2020-08-06"
"397",2020-08-07,"cumulative_total_cases",20063401,"cases Count: 20,063,401 
Date: 2020-08-07"
"398",2020-08-07,"cumulative_total_deaths",802864,"deaths Count: 802,864 
Date: 2020-08-07"
"399",2020-08-08,"cumulative_total_cases",20340205,"cases Count: 20,340,205 
Date: 2020-08-08"
"400",2020-08-08,"cumulative_total_deaths",808879,"deaths Count: 808,879 
Date: 2020-08-08"
"401",2020-08-09,"cumulative_total_cases",20567071,"cases Count: 20,567,071 
Date: 2020-08-09"
"402",2020-08-09,"cumulative_total_deaths",814256,"deaths Count: 814,256 
Date: 2020-08-09"
"403",2020-08-10,"cumulative_total_cases",20787127,"cases Count: 20,787,127 
Date: 2020-08-10"
"404",2020-08-10,"cumulative_total_deaths",819582,"deaths Count: 819,582 
Date: 2020-08-10"
"405",2020-08-11,"cumulative_total_cases",21061432,"cases Count: 21,061,432 
Date: 2020-08-11"
"406",2020-08-11,"cumulative_total_deaths",826309,"deaths Count: 826,309 
Date: 2020-08-11"
"407",2020-08-12,"cumulative_total_cases",21356076,"cases Count: 21,356,076 
Date: 2020-08-12"
"408",2020-08-12,"cumulative_total_deaths",833273,"deaths Count: 833,273 
Date: 2020-08-12"
"409",2020-08-13,"cumulative_total_cases",21647194,"cases Count: 21,647,194 
Date: 2020-08-13"
"410",2020-08-13,"cumulative_total_deaths",840270,"deaths Count: 840,270 
Date: 2020-08-13"
"411",2020-08-14,"cumulative_total_cases",21941932,"cases Count: 21,941,932 
Date: 2020-08-14"
"412",2020-08-14,"cumulative_total_deaths",846733,"deaths Count: 846,733 
Date: 2020-08-14"
"413",2020-08-15,"cumulative_total_cases",22212194,"cases Count: 22,212,194 
Date: 2020-08-15"
"414",2020-08-15,"cumulative_total_deaths",852754,"deaths Count: 852,754 
Date: 2020-08-15"
"415",2020-08-16,"cumulative_total_cases",22433824,"cases Count: 22,433,824 
Date: 2020-08-16"
"416",2020-08-16,"cumulative_total_deaths",857887,"deaths Count: 857,887 
Date: 2020-08-16"
"417",2020-08-17,"cumulative_total_cases",22639024,"cases Count: 22,639,024 
Date: 2020-08-17"
"418",2020-08-17,"cumulative_total_deaths",863077,"deaths Count: 863,077 
Date: 2020-08-17"
"419",2020-08-18,"cumulative_total_cases",22904380,"cases Count: 22,904,380 
Date: 2020-08-18"
"420",2020-08-18,"cumulative_total_deaths",869967,"deaths Count: 869,967 
Date: 2020-08-18"
"421",2020-08-19,"cumulative_total_cases",23185004,"cases Count: 23,185,004 
Date: 2020-08-19"
"422",2020-08-19,"cumulative_total_deaths",876929,"deaths Count: 876,929 
Date: 2020-08-19"
"423",2020-08-20,"cumulative_total_cases",23461728,"cases Count: 23,461,728 
Date: 2020-08-20"
"424",2020-08-20,"cumulative_total_deaths",883573,"deaths Count: 883,573 
Date: 2020-08-20"
"425",2020-08-21,"cumulative_total_cases",23730858,"cases Count: 23,730,858 
Date: 2020-08-21"
"426",2020-08-21,"cumulative_total_deaths",890185,"deaths Count: 890,185 
Date: 2020-08-21"
"427",2020-08-22,"cumulative_total_cases",24003538,"cases Count: 24,003,538 
Date: 2020-08-22"
"428",2020-08-22,"cumulative_total_deaths",896284,"deaths Count: 896,284 
Date: 2020-08-22"
"429",2020-08-23,"cumulative_total_cases",24220902,"cases Count: 24,220,902 
Date: 2020-08-23"
"430",2020-08-23,"cumulative_total_deaths",901336,"deaths Count: 901,336 
Date: 2020-08-23"
"431",2020-08-24,"cumulative_total_cases",24440618,"cases Count: 24,440,618 
Date: 2020-08-24"
"432",2020-08-24,"cumulative_total_deaths",906359,"deaths Count: 906,359 
Date: 2020-08-24"
"433",2020-08-25,"cumulative_total_cases",24703400,"cases Count: 24,703,400 
Date: 2020-08-25"
"434",2020-08-25,"cumulative_total_deaths",913020,"deaths Count: 913,020 
Date: 2020-08-25"
"435",2020-08-26,"cumulative_total_cases",24985344,"cases Count: 24,985,344 
Date: 2020-08-26"
"436",2020-08-26,"cumulative_total_deaths",919629,"deaths Count: 919,629 
Date: 2020-08-26"
"437",2020-08-27,"cumulative_total_cases",25267474,"cases Count: 25,267,474 
Date: 2020-08-27"
"438",2020-08-27,"cumulative_total_deaths",926108,"deaths Count: 926,108 
Date: 2020-08-27"
"439",2020-08-28,"cumulative_total_cases",25562545,"cases Count: 25,562,545 
Date: 2020-08-28"
"440",2020-08-28,"cumulative_total_deaths",932330,"deaths Count: 932,330 
Date: 2020-08-28"
"441",2020-08-29,"cumulative_total_cases",25831700,"cases Count: 25,831,700 
Date: 2020-08-29"
"442",2020-08-29,"cumulative_total_deaths",938026,"deaths Count: 938,026 
Date: 2020-08-29"
"443",2020-08-30,"cumulative_total_cases",26062354,"cases Count: 26,062,354 
Date: 2020-08-30"
"444",2020-08-30,"cumulative_total_deaths",942724,"deaths Count: 942,724 
Date: 2020-08-30"
"445",2020-08-31,"cumulative_total_cases",26313320,"cases Count: 26,313,320 
Date: 2020-08-31"
"446",2020-08-31,"cumulative_total_deaths",947612,"deaths Count: 947,612 
Date: 2020-08-31"
"447",2020-09-01,"cumulative_total_cases",26581599,"cases Count: 26,581,599 
Date: 2020-09-01"
"448",2020-09-01,"cumulative_total_deaths",954025,"deaths Count: 954,025 
Date: 2020-09-01"
"449",2020-09-02,"cumulative_total_cases",26874514,"cases Count: 26,874,514 
Date: 2020-09-02"
"450",2020-09-02,"cumulative_total_deaths",960543,"deaths Count: 960,543 
Date: 2020-09-02"
"451",2020-09-03,"cumulative_total_cases",27168742,"cases Count: 27,168,742 
Date: 2020-09-03"
"452",2020-09-03,"cumulative_total_deaths",966701,"deaths Count: 966,701 
Date: 2020-09-03"
"453",2020-09-04,"cumulative_total_cases",27480272,"cases Count: 27,480,272 
Date: 2020-09-04"
"454",2020-09-04,"cumulative_total_deaths",972786,"deaths Count: 972,786 
Date: 2020-09-04"
"455",2020-09-05,"cumulative_total_cases",27762858,"cases Count: 27,762,858 
Date: 2020-09-05"
"456",2020-09-05,"cumulative_total_deaths",978095,"deaths Count: 978,095 
Date: 2020-09-05"
"457",2020-09-06,"cumulative_total_cases",28007050,"cases Count: 28,007,050 
Date: 2020-09-06"
"458",2020-09-06,"cumulative_total_deaths",982685,"deaths Count: 982,685 
Date: 2020-09-06"
"459",2020-09-07,"cumulative_total_cases",28213947,"cases Count: 28,213,947 
Date: 2020-09-07"
"460",2020-09-07,"cumulative_total_deaths",987210,"deaths Count: 987,210 
Date: 2020-09-07"
"461",2020-09-08,"cumulative_total_cases",28466234,"cases Count: 28,466,234 
Date: 2020-09-08"
"462",2020-09-08,"cumulative_total_deaths",992233,"deaths Count: 992,233 
Date: 2020-09-08"
"463",2020-09-09,"cumulative_total_cases",28761509,"cases Count: 28,761,509 
Date: 2020-09-09"
"464",2020-09-09,"cumulative_total_deaths",998346,"deaths Count: 998,346 
Date: 2020-09-09"
"465",2020-09-10,"cumulative_total_cases",29068857,"cases Count: 29,068,857 
Date: 2020-09-10"
"466",2020-09-10,"cumulative_total_deaths",1004277,"deaths Count: 1,004,277 
Date: 2020-09-10"
"467",2020-09-11,"cumulative_total_cases",29391510,"cases Count: 29,391,510 
Date: 2020-09-11"
"468",2020-09-11,"cumulative_total_deaths",1010207,"deaths Count: 1,010,207 
Date: 2020-09-11"
"469",2020-09-12,"cumulative_total_cases",29687602,"cases Count: 29,687,602 
Date: 2020-09-12"
"470",2020-09-12,"cumulative_total_deaths",1015464,"deaths Count: 1,015,464 
Date: 2020-09-12"
"471",2020-09-13,"cumulative_total_cases",29946072,"cases Count: 29,946,072 
Date: 2020-09-13"
"472",2020-09-13,"cumulative_total_deaths",1019814,"deaths Count: 1,019,814 
Date: 2020-09-13"
"473",2020-09-14,"cumulative_total_cases",30196964,"cases Count: 30,196,964 
Date: 2020-09-14"
"474",2020-09-14,"cumulative_total_deaths",1024586,"deaths Count: 1,024,586 
Date: 2020-09-14"
"475",2020-09-15,"cumulative_total_cases",30486852,"cases Count: 30,486,852 
Date: 2020-09-15"
"476",2020-09-15,"cumulative_total_deaths",1030886,"deaths Count: 1,030,886 
Date: 2020-09-15"
"477",2020-09-16,"cumulative_total_cases",30799142,"cases Count: 30,799,142 
Date: 2020-09-16"
"478",2020-09-16,"cumulative_total_deaths",1036869,"deaths Count: 1,036,869 
Date: 2020-09-16"
"479",2020-09-17,"cumulative_total_cases",31117999,"cases Count: 31,117,999 
Date: 2020-09-17"
"480",2020-09-17,"cumulative_total_deaths",1042537,"deaths Count: 1,042,537 
Date: 2020-09-17"
"481",2020-09-18,"cumulative_total_cases",31446860,"cases Count: 31,446,860 
Date: 2020-09-18"
"482",2020-09-18,"cumulative_total_deaths",1048330,"deaths Count: 1,048,330 
Date: 2020-09-18"
"483",2020-09-19,"cumulative_total_cases",31751009,"cases Count: 31,751,009 
Date: 2020-09-19"
"484",2020-09-19,"cumulative_total_deaths",1053507,"deaths Count: 1,053,507 
Date: 2020-09-19"
"485",2020-09-20,"cumulative_total_cases",32010609,"cases Count: 32,010,609 
Date: 2020-09-20"
"486",2020-09-20,"cumulative_total_deaths",1057831,"deaths Count: 1,057,831 
Date: 2020-09-20"
"487",2020-09-21,"cumulative_total_cases",32250215,"cases Count: 32,250,215 
Date: 2020-09-21"
"488",2020-09-21,"cumulative_total_deaths",1062035,"deaths Count: 1,062,035 
Date: 2020-09-21"
"489",2020-09-22,"cumulative_total_cases",32537933,"cases Count: 32,537,933 
Date: 2020-09-22"
"490",2020-09-22,"cumulative_total_deaths",1067765,"deaths Count: 1,067,765 
Date: 2020-09-22"
"491",2020-09-23,"cumulative_total_cases",32855982,"cases Count: 32,855,982 
Date: 2020-09-23"
"492",2020-09-23,"cumulative_total_deaths",1073599,"deaths Count: 1,073,599 
Date: 2020-09-23"
"493",2020-09-24,"cumulative_total_cases",33175713,"cases Count: 33,175,713 
Date: 2020-09-24"
"494",2020-09-24,"cumulative_total_deaths",1079051,"deaths Count: 1,079,051 
Date: 2020-09-24"
"495",2020-09-25,"cumulative_total_cases",33505065,"cases Count: 33,505,065 
Date: 2020-09-25"
"496",2020-09-25,"cumulative_total_deaths",1084562,"deaths Count: 1,084,562 
Date: 2020-09-25"
"497",2020-09-26,"cumulative_total_cases",33811985,"cases Count: 33,811,985 
Date: 2020-09-26"
"498",2020-09-26,"cumulative_total_deaths",1089846,"deaths Count: 1,089,846 
Date: 2020-09-26"
"499",2020-09-27,"cumulative_total_cases",34074872,"cases Count: 34,074,872 
Date: 2020-09-27"
"500",2020-09-27,"cumulative_total_deaths",1093954,"deaths Count: 1,093,954 
Date: 2020-09-27"
"501",2020-09-28,"cumulative_total_cases",34314060,"cases Count: 34,314,060 
Date: 2020-09-28"
"502",2020-09-28,"cumulative_total_deaths",1097896,"deaths Count: 1,097,896 
Date: 2020-09-28"
"503",2020-09-29,"cumulative_total_cases",34609585,"cases Count: 34,609,585 
Date: 2020-09-29"
"504",2020-09-29,"cumulative_total_deaths",1103653,"deaths Count: 1,103,653 
Date: 2020-09-29"
"505",2020-09-30,"cumulative_total_cases",34931918,"cases Count: 34,931,918 
Date: 2020-09-30"
"506",2020-09-30,"cumulative_total_deaths",1109357,"deaths Count: 1,109,357 
Date: 2020-09-30"
"507",2020-10-01,"cumulative_total_cases",35258999,"cases Count: 35,258,999 
Date: 2020-10-01"
"508",2020-10-01,"cumulative_total_deaths",1114951,"deaths Count: 1,114,951 
Date: 2020-10-01"
"509",2020-10-02,"cumulative_total_cases",35592123,"cases Count: 35,592,123 
Date: 2020-10-02"
"510",2020-10-02,"cumulative_total_deaths",1120670,"deaths Count: 1,120,670 
Date: 2020-10-02"
"511",2020-10-03,"cumulative_total_cases",35897104,"cases Count: 35,897,104 
Date: 2020-10-03"
"512",2020-10-03,"cumulative_total_deaths",1125621,"deaths Count: 1,125,621 
Date: 2020-10-03"
"513",2020-10-04,"cumulative_total_cases",36158248,"cases Count: 36,158,248 
Date: 2020-10-04"
"514",2020-10-04,"cumulative_total_deaths",1129944,"deaths Count: 1,129,944 
Date: 2020-10-04"
"515",2020-10-05,"cumulative_total_cases",36430933,"cases Count: 36,430,933 
Date: 2020-10-05"
"516",2020-10-05,"cumulative_total_deaths",1134642,"deaths Count: 1,134,642 
Date: 2020-10-05"
"517",2020-10-06,"cumulative_total_cases",36748253,"cases Count: 36,748,253 
Date: 2020-10-06"
"518",2020-10-06,"cumulative_total_deaths",1140480,"deaths Count: 1,140,480 
Date: 2020-10-06"
"519",2020-10-07,"cumulative_total_cases",37101211,"cases Count: 37,101,211 
Date: 2020-10-07"
"520",2020-10-07,"cumulative_total_deaths",1146486,"deaths Count: 1,146,486 
Date: 2020-10-07"
"521",2020-10-08,"cumulative_total_cases",37462624,"cases Count: 37,462,624 
Date: 2020-10-08"
"522",2020-10-08,"cumulative_total_deaths",1153018,"deaths Count: 1,153,018 
Date: 2020-10-08"
"523",2020-10-09,"cumulative_total_cases",37828146,"cases Count: 37,828,146 
Date: 2020-10-09"
"524",2020-10-09,"cumulative_total_deaths",1158971,"deaths Count: 1,158,971 
Date: 2020-10-09"
"525",2020-10-10,"cumulative_total_cases",38206934,"cases Count: 38,206,934 
Date: 2020-10-10"
"526",2020-10-10,"cumulative_total_deaths",1164297,"deaths Count: 1,164,297 
Date: 2020-10-10"
"527",2020-10-11,"cumulative_total_cases",38502209,"cases Count: 38,502,209 
Date: 2020-10-11"
"528",2020-10-11,"cumulative_total_deaths",1168954,"deaths Count: 1,168,954 
Date: 2020-10-11"
"529",2020-10-12,"cumulative_total_cases",38778249,"cases Count: 38,778,249 
Date: 2020-10-12"
"530",2020-10-12,"cumulative_total_deaths",1173176,"deaths Count: 1,173,176 
Date: 2020-10-12"
"531",2020-10-13,"cumulative_total_cases",39103117,"cases Count: 39,103,117 
Date: 2020-10-13"
"532",2020-10-13,"cumulative_total_deaths",1178420,"deaths Count: 1,178,420 
Date: 2020-10-13"
"533",2020-10-14,"cumulative_total_cases",39490978,"cases Count: 39,490,978 
Date: 2020-10-14"
"534",2020-10-14,"cumulative_total_deaths",1184627,"deaths Count: 1,184,627 
Date: 2020-10-14"
"535",2020-10-15,"cumulative_total_cases",39895449,"cases Count: 39,895,449 
Date: 2020-10-15"
"536",2020-10-15,"cumulative_total_deaths",1190777,"deaths Count: 1,190,777 
Date: 2020-10-15"
"537",2020-10-16,"cumulative_total_cases",40315615,"cases Count: 40,315,615 
Date: 2020-10-16"
"538",2020-10-16,"cumulative_total_deaths",1197117,"deaths Count: 1,197,117 
Date: 2020-10-16"
"539",2020-10-17,"cumulative_total_cases",40718895,"cases Count: 40,718,895 
Date: 2020-10-17"
"540",2020-10-17,"cumulative_total_deaths",1202928,"deaths Count: 1,202,928 
Date: 2020-10-17"
"541",2020-10-18,"cumulative_total_cases",41068307,"cases Count: 41,068,307 
Date: 2020-10-18"
"542",2020-10-18,"cumulative_total_deaths",1207249,"deaths Count: 1,207,249 
Date: 2020-10-18"
"543",2020-10-19,"cumulative_total_cases",41406944,"cases Count: 41,406,944 
Date: 2020-10-19"
"544",2020-10-19,"cumulative_total_deaths",1212179,"deaths Count: 1,212,179 
Date: 2020-10-19"
"545",2020-10-20,"cumulative_total_cases",41803422,"cases Count: 41,803,422 
Date: 2020-10-20"
"546",2020-10-20,"cumulative_total_deaths",1218707,"deaths Count: 1,218,707 
Date: 2020-10-20"
"547",2020-10-21,"cumulative_total_cases",42251028,"cases Count: 42,251,028 
Date: 2020-10-21"
"548",2020-10-21,"cumulative_total_deaths",1225608,"deaths Count: 1,225,608 
Date: 2020-10-21"
"549",2020-10-22,"cumulative_total_cases",42736843,"cases Count: 42,736,843 
Date: 2020-10-22"
"550",2020-10-22,"cumulative_total_deaths",1232181,"deaths Count: 1,232,181 
Date: 2020-10-22"
"551",2020-10-23,"cumulative_total_cases",43232763,"cases Count: 43,232,763 
Date: 2020-10-23"
"552",2020-10-23,"cumulative_total_deaths",1238846,"deaths Count: 1,238,846 
Date: 2020-10-23"
